Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Longitude,Latitude,Victim Age,Victim Gender,Weapon Used
262,2022-05-18,2020-07-11,13:50,Juhinagar,109,Cybercrime,72.961511,19.180189,17,Female,Fire
263,2020-07-28,2020-05-01,01:43,Turbhe,103,Assault,72.96737,19.11586,79,Female,None
264,2024-01-04,2020-09-03,19:23,Kharghar,109,Cybercrime,73.089087,19.087995,23,Female,Blunt Object
265,2022-04-24,2021-02-07,15:43,Juhinagar,101,Theft,72.961563,19.188704,79,Female,Knife
266,2022-12-27,2020-07-14,13:39,Belapur,103,Assault,73.008205,18.926954,25,Female,Explosives
267,2020-12-12,2020-06-16,08:49,Koparkhairane,109,Cybercrime,73.092515,19.164588,74,Other,Blunt Object
268,2024-12-08,2021-05-16,05:52,Koparkhairane,106,Drug-related crime,73.027031,19.098641,73,Female,Fire
269,2024-08-08,2021-04-18,10:14,Kharghar,106,Drug-related crime,73.026612,18.98377,43,Other,Knife
270,2022-01-31,2020-09-16,03:02,Turbhe,106,Drug-related crime,73.050608,19.18345,76,Male,None
271,2021-10-27,2021-07-20,16:28,Sanpada,108,Vandalism,72.903901,19.0887,78,Female,Knife
272,2024-01-13,2020-02-13,19:17,Koparkhairane,109,Cybercrime,73.02414,19.18624,56,Other,Fire
273,2023-03-02,2020-06-30,10:00,Juhinagar,101,Theft,73.022048,18.923784,44,Male,Gun
274,2025-02-05,2020-12-24,05:20,Kharghar,102,Robbery,73.042376,19.173464,44,Male,Knife
275,2022-06-03,2020-09-30,03:54,Turbhe,106,Drug-related crime,73.011903,19.153525,38,Male,Knife
276,2021-03-26,2021-02-22,02:01,Vashi,105,Fraud,73.096178,18.914492,58,Female,Fire
277,2023-05-15,2020-05-27,15:40,Koparkhairane,103,Assault,72.973242,19.139349,74,Other,Blunt Object
278,2023-11-23,2022-09-04,18:14,Seawoods,109,Cybercrime,73.088754,19.164268,26,Female,Blunt Object
279,2025-02-11,2024-11-02,04:09,Kharghar,106,Drug-related crime,72.938102,19.180167,35,Male,Fire
280,2020-12-17,2020-07-19,04:35,Belapur,107,Homicide,73.08485,19.107211,57,Male,Poison
281,2022-05-02,2020-09-07,15:49,Seawoods,106,Drug-related crime,72.913674,19.087307,55,Female,Poison
282,2022-02-28,2022-01-10,09:04,Airoli,104,Burglary,72.964071,19.04206,35,Other,Poison
283,2024-02-25,2021-05-15,22:16,Vashi,101,Theft,73.066322,18.990389,76,Male,Poison
284,2025-01-20,2022-01-13,02:26,Sanpada,107,Homicide,72.956856,19.026609,33,Other,Explosives
285,2024-10-05,2024-02-28,15:30,Sanpada,106,Drug-related crime,73.027252,19.020758,65,Male,Poison
286,2024-06-30,2020-10-22,21:13,Koparkhairane,102,Robbery,72.998345,18.909626,21,Female,None
287,2020-12-24,2020-03-17,18:27,Koparkhairane,108,Vandalism,73.051831,19.16863,40,Other,Fire
288,2024-06-01,2020-10-18,06:31,Turbhe,108,Vandalism,73.013185,19.105487,52,Male,Blunt Object
289,2023-12-28,2021-06-10,18:00,Mansarovar,107,Homicide,72.94874,18.976208,42,Male,Gun
290,2024-11-05,2022-01-20,08:44,Mansarovar,107,Homicide,73.017451,19.167207,47,Male,Knife
291,2023-11-24,2020-04-26,10:57,Nerul,102,Robbery,73.005583,19.020878,45,Female,Knife
292,2023-04-22,2021-02-06,19:46,Turbhe,106,Drug-related crime,72.959047,19.019304,61,Female,Other
293,2024-11-09,2023-04-09,00:47,Seawoods,109,Cybercrime,73.092329,19.087824,27,Male,Blunt Object
294,2023-11-21,2022-04-26,17:19,Seawoods,108,Vandalism,72.932755,19.128248,36,Other,Fire
295,2020-05-31,2020-01-01,23:49,Kharghar,104,Burglary,73.066393,19.093221,51,Other,Gun
296,2024-09-28,2023-06-17,08:57,Kharghar,108,Vandalism,73.049109,19.13423,52,Male,Explosives
297,2021-04-28,2020-05-11,08:22,Belapur,103,Assault,72.944527,19.11592,66,Female,Gun
298,2021-09-19,2020-06-16,08:54,Koparkhairane,107,Homicide,73.077039,18.984752,77,Other,Other
299,2022-08-01,2022-06-10,17:15,Kharghar,103,Assault,72.954075,18.988171,37,Male,Knife
300,2022-02-25,2021-04-01,13:26,Vashi,108,Vandalism,73.03811,18.98545,58,Other,Gun
301,2024-09-12,2021-12-19,12:00,Nerul,105,Fraud,72.994201,18.902129,31,Female,Knife
302,2024-03-14,2022-08-22,08:10,Juhinagar,109,Cybercrime,72.941263,19.184863,55,Female,Fire
303,2020-10-20,2020-07-08,02:19,Vashi,108,Vandalism,72.955028,19.160663,10,Female,Explosives
304,2020-11-06,2020-06-01,15:59,Seawoods,104,Burglary,73.027672,19.155061,79,Male,None
305,2021-10-14,2021-07-14,22:11,Belapur,110,Kidnapping,72.988393,18.990615,78,Other,Poison
306,2020-01-09,2020-01-06,11:16,Seawoods,101,Theft,72.980561,19.164704,71,Male,Knife
307,2020-08-15,2020-01-09,16:33,Sanpada,104,Burglary,72.910871,19.03166,10,Female,Other
308,2020-09-11,2020-05-29,09:17,Mansarovar,102,Robbery,73.020539,19.089008,31,Male,Blunt Object
309,2022-05-08,2021-03-15,23:27,Seawoods,105,Fraud,72.997943,18.939808,53,Male,Knife
310,2023-11-18,2022-11-25,14:15,Mansarovar,107,Homicide,73.017279,19.089364,14,Male,Knife
311,2020-12-22,2020-11-25,11:49,Vashi,106,Drug-related crime,73.028879,19.146726,24,Other,Fire
312,2021-09-03,2021-05-14,08:57,Airoli,106,Drug-related crime,73.042739,19.094424,12,Male,Knife
313,2020-11-01,2020-07-05,02:42,Juhinagar,104,Burglary,72.920579,18.977602,29,Other,Explosives
314,2025-03-13,2023-09-04,12:42,Sanpada,101,Theft,72.977058,18.941747,40,Other,Knife
315,2020-07-30,2020-05-25,04:39,Vashi,107,Homicide,72.962569,19.112956,28,Other,Other
316,2021-05-22,2020-10-18,03:26,Mansarovar,103,Assault,73.044305,19.121834,74,Female,Knife
317,2022-09-01,2021-05-31,08:47,Belapur,101,Theft,73.098807,19.07185,18,Other,Knife
318,2022-11-24,2022-11-08,02:25,Koparkhairane,103,Assault,73.084169,19.034967,39,Female,Other
319,2020-01-03,2020-01-01,01:47,Vashi,110,Kidnapping,72.966905,19.177769,41,Other,Explosives
320,2024-01-21,2020-05-05,23:09,Belapur,101,Theft,73.093263,19.050929,26,Other,None
321,2023-03-05,2022-06-19,23:28,Koparkhairane,108,Vandalism,72.929678,19.055529,59,Male,Blunt Object
322,2022-02-13,2021-09-24,17:26,Seawoods,105,Fraud,72.925588,18.901719,18,Male,Blunt Object
323,2023-11-20,2023-07-27,22:58,Mansarovar,107,Homicide,72.978517,19.129202,17,Male,Fire
324,2020-04-02,2020-03-15,03:42,Belapur,104,Burglary,73.060916,19.188525,79,Male,Other
325,2020-06-06,2020-04-01,05:17,Seawoods,106,Drug-related crime,73.074885,19.028912,63,Other,Knife
326,2021-02-25,2020-08-06,02:35,Mansarovar,103,Assault,73.04021,19.159955,58,Male,Explosives
327,2020-01-07,2020-01-03,09:19,Kharghar,101,Theft,72.963103,19.158806,26,Male,Explosives
328,2024-06-19,2021-12-07,20:32,Airoli,102,Robbery,73.062869,19.06202,77,Female,Knife
329,2023-09-22,2021-07-10,10:57,Airoli,106,Drug-related crime,72.997826,18.964072,74,Female,Gun
330,2023-10-20,2022-08-04,11:42,Sanpada,107,Homicide,73.000978,18.988475,21,Male,None
331,2021-04-10,2021-02-06,11:08,Seawoods,104,Burglary,73.056585,19.190161,26,Male,Poison
332,2022-10-27,2022-03-17,04:38,Koparkhairane,109,Cybercrime,72.974425,19.159649,18,Male,Fire
333,2020-01-11,2020-01-09,22:56,Sanpada,109,Cybercrime,73.023889,19.066649,76,Other,Knife
334,2023-08-08,2020-08-26,17:28,Mansarovar,109,Cybercrime,73.076652,18.985171,70,Male,Blunt Object
335,2021-05-04,2021-03-09,05:55,Seawoods,109,Cybercrime,72.95132,19.015274,12,Other,Knife
336,2022-11-19,2022-04-28,14:42,Belapur,108,Vandalism,73.094199,19.168962,76,Other,Fire
337,2024-10-11,2021-10-02,16:28,Mansarovar,101,Theft,73.059865,19.124857,30,Other,Fire
338,2024-09-19,2022-09-03,10:13,Mansarovar,106,Drug-related crime,73.015612,19.151719,67,Female,Poison
339,2021-02-18,2021-02-09,07:48,Sanpada,101,Theft,72.922121,19.166512,59,Male,Explosives
340,2022-04-07,2022-01-27,21:36,Airoli,101,Theft,72.912325,19.141905,43,Male,Fire
341,2021-07-15,2021-03-31,15:30,Kharghar,107,Homicide,73.020181,18.93564,54,Male,Blunt Object
342,2020-09-24,2020-03-18,10:02,Turbhe,107,Homicide,73.033124,19.181377,77,Male,Knife
343,2022-12-06,2021-07-16,07:55,Belapur,105,Fraud,72.954628,18.999589,55,Male,Knife
344,2020-03-10,2020-02-07,21:11,Sanpada,104,Burglary,73.005677,19.193093,66,Male,Knife
345,2024-09-23,2024-05-15,14:29,Koparkhairane,110,Kidnapping,73.065854,19.09183,46,Male,Explosives
346,2025-02-13,2023-10-22,22:48,Seawoods,102,Robbery,73.016173,19.004447,53,Other,Gun
347,2021-08-11,2021-01-31,07:26,Airoli,102,Robbery,72.948715,19.055903,21,Female,Poison
348,2023-06-08,2022-08-15,04:08,Kharghar,101,Theft,73.007628,19.134758,55,Other,Fire
349,2024-05-02,2021-06-25,07:02,Turbhe,104,Burglary,72.90912,19.065612,70,Female,Fire
350,2022-04-16,2021-11-30,12:56,Airoli,106,Drug-related crime,73.080803,19.081725,45,Female,Fire
351,2025-03-14,2023-10-05,23:57,Belapur,104,Burglary,73.053673,19.012426,26,Female,Fire
352,2025-03-02,2022-06-28,13:43,Sanpada,102,Robbery,72.955363,19.183653,24,Female,Blunt Object
353,2023-07-24,2023-05-03,09:11,Seawoods,110,Kidnapping,73.091695,19.179414,77,Male,Knife
354,2023-08-05,2022-12-24,20:22,Belapur,101,Theft,72.931111,18.927055,11,Female,Explosives
355,2023-11-25,2023-09-10,05:14,Kharghar,101,Theft,72.930714,19.140673,57,Male,Poison
356,2021-03-08,2021-02-04,18:24,Seawoods,104,Burglary,73.00384,18.941811,37,Female,Knife
357,2021-08-05,2020-03-26,08:00,Airoli,103,Assault,72.93326,18.918486,44,Male,Blunt Object
358,2023-05-23,2023-03-14,19:15,Seawoods,107,Homicide,72.909307,19.083006,27,Male,Other
359,2025-01-20,2020-03-29,04:35,Juhinagar,105,Fraud,72.934192,19.109594,69,Other,Poison
360,2023-02-27,2020-09-26,17:42,Juhinagar,104,Burglary,73.015182,19.052177,32,Other,Other
361,2022-04-03,2021-04-27,15:52,Belapur,106,Drug-related crime,72.999653,18.992102,37,Male,Knife
362,2023-10-08,2021-02-09,02:56,Belapur,101,Theft,72.931307,19.181074,30,Female,Fire
363,2023-03-11,2022-02-24,07:03,Mansarovar,108,Vandalism,73.073776,18.962157,55,Female,Explosives
364,2023-12-08,2023-01-18,04:17,Belapur,108,Vandalism,73.01287,19.073302,10,Female,Knife
365,2023-04-27,2021-07-27,18:04,Sanpada,106,Drug-related crime,72.904241,19.111184,71,Male,Poison
366,2020-12-16,2020-02-14,23:37,Turbhe,110,Kidnapping,73.053712,19.0424,49,Male,Poison
367,2022-05-17,2021-08-21,17:26,Juhinagar,108,Vandalism,72.920806,19.070754,79,Male,Blunt Object
368,2022-03-08,2020-10-08,17:23,Juhinagar,103,Assault,73.098655,19.017484,62,Male,Explosives
369,2023-09-05,2020-03-10,04:20,Nerul,105,Fraud,73.046452,18.930199,48,Female,Poison
370,2024-11-09,2020-04-10,08:31,Koparkhairane,101,Theft,73.020754,18.903582,59,Female,Knife
371,2020-03-31,2020-02-22,10:51,Mansarovar,110,Kidnapping,73.066854,19.079652,75,Female,Explosives
372,2022-09-10,2020-01-02,21:06,Juhinagar,102,Robbery,73.037948,19.183779,78,Other,Explosives
373,2025-03-07,2020-08-27,08:07,Sanpada,105,Fraud,73.06661,19.094196,72,Other,Fire
374,2023-02-02,2021-05-16,00:29,Kharghar,103,Assault,72.948653,19.014262,33,Male,Gun
375,2022-08-11,2020-05-06,21:32,Sanpada,103,Assault,72.927326,19.063883,50,Female,Fire
376,2021-08-21,2020-09-11,04:50,Mansarovar,101,Theft,72.925031,18.966311,12,Other,Poison
377,2022-06-16,2021-12-04,00:27,Nerul,109,Cybercrime,73.099759,19.055247,60,Male,Fire
378,2021-04-16,2021-01-07,01:23,Belapur,103,Assault,73.056018,19.042024,33,Male,Gun
379,2022-01-10,2021-06-17,05:28,Koparkhairane,104,Burglary,72.914891,19.157255,71,Female,Fire
380,2021-09-19,2020-10-25,19:41,Nerul,106,Drug-related crime,72.911458,18.954751,18,Female,Explosives
381,2022-06-21,2021-11-09,23:18,Vashi,103,Assault,72.934639,18.979398,41,Male,Explosives
382,2023-07-29,2022-06-14,11:56,Turbhe,104,Burglary,72.957302,19.150547,20,Other,None
383,2020-10-04,2020-01-30,00:34,Koparkhairane,102,Robbery,72.904786,19.002981,21,Other,Other
384,2024-02-27,2021-10-25,02:39,Vashi,101,Theft,73.096562,18.971175,66,Male,Fire
385,2024-01-20,2021-08-24,15:25,Vashi,107,Homicide,73.037652,18.970699,60,Female,Poison
386,2020-02-29,2020-01-01,17:47,Airoli,104,Burglary,72.991337,18.966997,64,Female,Gun
387,2022-05-30,2022-01-11,05:38,Kharghar,102,Robbery,72.911242,18.926086,26,Other,Explosives
388,2020-04-20,2020-03-31,00:07,Nerul,107,Homicide,72.974014,19.094072,13,Female,Fire
389,2021-06-19,2021-05-19,22:43,Belapur,108,Vandalism,73.002241,19.050937,17,Male,Knife
390,2020-08-29,2020-08-20,18:28,Airoli,108,Vandalism,73.016666,19.137415,79,Other,Blunt Object
391,2023-11-09,2022-01-03,15:55,Koparkhairane,104,Burglary,73.068045,18.99766,30,Other,Knife
392,2022-04-30,2022-03-08,10:09,Vashi,108,Vandalism,73.050566,19.193334,29,Female,Fire
393,2021-11-28,2021-07-25,02:24,Belapur,106,Drug-related crime,72.990565,18.955608,78,Female,Knife
394,2023-11-29,2022-11-11,09:40,Airoli,106,Drug-related crime,73.037025,19.165026,27,Female,Blunt Object
395,2022-03-11,2021-01-20,01:34,Sanpada,103,Assault,73.022329,19.047972,59,Female,Gun
396,2020-07-15,2020-01-23,23:37,Koparkhairane,108,Vandalism,72.923359,19.069393,39,Other,Knife
397,2020-09-18,2020-07-21,02:05,Airoli,109,Cybercrime,72.949773,19.132578,75,Male,None
398,2021-10-09,2020-07-31,05:45,Koparkhairane,110,Kidnapping,72.96362,19.141193,12,Male,Other
399,2022-01-09,2020-12-07,10:10,Vashi,103,Assault,72.99511,19.020815,32,Female,Poison
400,2025-02-23,2025-01-21,20:56,Belapur,104,Burglary,73.0898,19.093431,25,Male,None
401,2022-05-12,2020-01-21,11:21,Vashi,109,Cybercrime,72.977656,19.106592,59,Female,Fire
402,2020-12-21,2020-09-14,09:19,Vashi,110,Kidnapping,72.967946,19.198164,39,Female,Gun
403,2022-03-18,2020-11-07,12:02,Nerul,103,Assault,72.916654,19.11919,67,Other,Poison
404,2020-01-17,2020-01-10,06:54,Vashi,107,Homicide,73.064781,19.033011,62,Male,None
405,2021-12-25,2020-08-01,11:16,Koparkhairane,110,Kidnapping,73.003884,19.059211,28,Other,Knife
406,2021-01-12,2020-03-02,08:14,Nerul,101,Theft,73.06439,18.916033,25,Male,Fire
407,2024-11-04,2021-06-15,20:58,Kharghar,108,Vandalism,72.919901,19.069539,65,Male,Poison
408,2024-09-25,2023-10-10,16:37,Koparkhairane,104,Burglary,72.975247,18.916983,34,Other,Explosives
409,2023-01-20,2021-09-01,14:35,Seawoods,110,Kidnapping,72.937236,19.084084,25,Female,Fire
410,2020-10-31,2020-01-18,19:07,Juhinagar,109,Cybercrime,72.908783,19.131578,26,Female,Gun
411,2020-06-05,2020-03-10,19:22,Vashi,107,Homicide,73.077408,19.099522,12,Male,Fire
412,2022-04-27,2020-04-12,00:02,Sanpada,110,Kidnapping,73.011172,19.124377,33,Female,None
413,2021-07-04,2020-04-29,05:41,Vashi,101,Theft,72.955483,19.025781,48,Male,Poison
414,2023-11-24,2020-04-07,12:39,Airoli,109,Cybercrime,73.0874,19.111817,67,Female,Other
415,2022-10-17,2020-04-04,18:05,Vashi,103,Assault,72.90874,19.185928,58,Male,Poison
416,2022-06-13,2021-09-24,20:27,Belapur,109,Cybercrime,73.021879,19.165468,19,Female,Explosives
417,2022-06-07,2021-02-02,11:07,Sanpada,107,Homicide,72.966707,18.994983,67,Female,Gun
418,2020-11-17,2020-10-30,08:57,Vashi,106,Drug-related crime,72.98618,18.955576,59,Male,Knife
419,2022-12-24,2022-11-11,00:30,Vashi,108,Vandalism,72.910951,18.907812,43,Other,Fire
420,2023-02-28,2022-01-04,05:29,Koparkhairane,103,Assault,72.949102,19.043753,44,Female,Blunt Object
421,2021-12-25,2021-02-21,17:53,Turbhe,109,Cybercrime,73.042597,19.1706,28,Other,Explosives
422,2022-03-19,2020-06-05,18:41,Koparkhairane,104,Burglary,73.008865,18.957172,23,Other,Knife
423,2024-09-18,2023-05-11,23:04,Belapur,108,Vandalism,72.956211,19.023488,34,Female,Other
424,2024-07-21,2023-06-01,17:35,Koparkhairane,104,Burglary,72.962607,19.12367,66,Female,Explosives
425,2023-11-05,2022-10-16,02:23,Koparkhairane,109,Cybercrime,73.015357,19.189923,23,Female,None
426,2020-01-04,2020-01-03,19:21,Kharghar,105,Fraud,72.920061,19.024269,72,Male,Blunt Object
427,2020-08-01,2020-02-09,08:25,Sanpada,104,Burglary,72.934462,19.16187,60,Male,Blunt Object
428,2024-03-13,2020-09-25,00:44,Vashi,104,Burglary,72.987912,18.907492,74,Other,Gun
429,2022-08-14,2020-12-13,04:26,Juhinagar,106,Drug-related crime,73.003386,19.047629,44,Female,Knife
430,2021-05-03,2020-08-09,03:46,Kharghar,109,Cybercrime,72.983777,19.175416,64,Other,Explosives
431,2022-07-16,2022-05-28,19:10,Nerul,103,Assault,72.969347,18.982687,20,Male,Explosives
432,2021-08-17,2021-03-11,11:10,Turbhe,101,Theft,72.972239,19.155296,78,Male,Other
433,2024-12-13,2024-05-23,05:49,Juhinagar,110,Kidnapping,73.092396,19.03689,13,Female,Explosives
434,2021-11-26,2021-10-19,05:48,Koparkhairane,109,Cybercrime,73.059955,19.135928,69,Male,Blunt Object
435,2021-03-25,2020-01-13,15:51,Sanpada,108,Vandalism,72.962686,19.084825,10,Other,Poison
436,2022-10-08,2021-10-02,22:13,Koparkhairane,105,Fraud,72.947432,18.960531,59,Other,Gun
437,2022-04-12,2021-09-29,23:52,Nerul,110,Kidnapping,73.054421,19.074068,45,Female,Other
438,2022-06-13,2020-10-07,00:13,Airoli,101,Theft,72.958029,19.165789,18,Other,Explosives
439,2023-07-09,2020-02-28,05:13,Koparkhairane,106,Drug-related crime,73.013755,19.157854,72,Female,Fire
440,2025-02-27,2020-01-30,21:57,Koparkhairane,105,Fraud,72.922298,18.932026,22,Other,Knife
441,2022-05-17,2020-05-18,06:58,Turbhe,107,Homicide,72.956757,19.030691,40,Male,Explosives
442,2021-01-05,2020-10-02,20:58,Airoli,102,Robbery,73.098472,18.926908,71,Female,Poison
443,2021-03-18,2020-07-01,19:49,Airoli,105,Fraud,72.918243,19.051566,59,Female,Other
444,2020-04-28,2020-02-29,02:33,Kharghar,101,Theft,73.068181,19.039319,69,Female,Explosives
445,2024-01-21,2022-06-05,17:56,Vashi,110,Kidnapping,73.007151,19.135514,43,Other,Other
446,2021-06-21,2020-09-06,01:28,Belapur,105,Fraud,72.987137,19.15773,10,Female,Knife
447,2022-12-21,2021-08-14,18:02,Vashi,103,Assault,72.947147,18.94128,13,Other,Gun
448,2024-09-28,2022-06-10,23:57,Vashi,103,Assault,72.991401,19.12894,24,Male,None
449,2020-11-20,2020-01-30,03:48,Sanpada,102,Robbery,72.955656,19.132833,15,Female,Fire
450,2022-09-14,2020-12-27,03:43,Airoli,108,Vandalism,72.96074,19.053683,45,Male,Gun
451,2024-03-14,2022-10-28,05:57,Airoli,104,Burglary,72.989968,19.126033,38,Other,None
452,2024-04-06,2020-03-10,11:38,Nerul,101,Theft,73.082464,19.077436,13,Male,Fire
453,2024-03-04,2022-01-03,20:43,Seawoods,102,Robbery,72.985394,19.095479,42,Male,Fire
454,2024-04-04,2021-05-12,08:35,Koparkhairane,107,Homicide,72.951494,18.990281,19,Female,Blunt Object
455,2022-06-16,2020-01-08,15:30,Airoli,101,Theft,73.092489,19.197553,76,Other,Blunt Object
456,2021-09-22,2020-10-13,17:16,Sanpada,109,Cybercrime,73.052475,19.082638,75,Other,Blunt Object
457,2024-07-10,2022-12-20,10:23,Mansarovar,110,Kidnapping,72.996584,19.021353,12,Other,Knife
458,2022-12-20,2021-02-12,18:25,Seawoods,101,Theft,72.967403,19.052251,13,Male,Fire
459,2022-02-02,2020-11-13,16:53,Belapur,107,Homicide,73.073161,19.146225,37,Female,Explosives
460,2020-05-25,2020-02-15,07:50,Mansarovar,110,Kidnapping,73.015171,18.982975,12,Other,Explosives
461,2025-03-20,2022-04-14,04:18,Sanpada,103,Assault,72.916064,18.901514,24,Female,Explosives
462,2021-01-12,2020-10-17,19:28,Seawoods,108,Vandalism,73.057592,19.141211,12,Male,Other
463,2020-09-10,2020-02-07,01:31,Airoli,102,Robbery,73.011971,19.113617,38,Male,Fire
464,2024-03-30,2022-01-28,05:00,Nerul,103,Assault,72.915143,18.973276,59,Other,Fire
465,2020-07-24,2020-02-04,10:38,Mansarovar,107,Homicide,73.090521,19.15776,72,Other,Fire
466,2021-04-21,2020-04-09,00:49,Belapur,110,Kidnapping,73.0684,19.046733,33,Male,Poison
467,2020-03-03,2020-02-18,10:03,Koparkhairane,104,Burglary,72.980572,19.112525,75,Male,Blunt Object
468,2022-10-17,2021-02-05,06:51,Vashi,104,Burglary,73.007727,19.161833,23,Male,Poison
469,2023-02-07,2022-09-18,04:57,Koparkhairane,106,Drug-related crime,72.91889,19.138598,15,Female,Blunt Object
470,2023-04-08,2022-05-03,14:45,Sanpada,106,Drug-related crime,73.05714,19.187164,70,Female,Poison
471,2025-02-12,2020-04-18,05:32,Mansarovar,102,Robbery,72.906006,18.963867,58,Male,Other
472,2024-03-03,2020-08-14,19:36,Koparkhairane,103,Assault,72.916936,19.087551,13,Male,Other
473,2023-03-25,2022-02-06,17:30,Seawoods,107,Homicide,72.966804,19.059702,49,Other,Other
474,2023-04-09,2021-05-18,15:06,Vashi,110,Kidnapping,72.9402,19.044819,35,Female,Fire
475,2024-02-05,2023-02-19,04:12,Nerul,109,Cybercrime,73.098603,18.938222,63,Male,Blunt Object
476,2020-08-14,2020-05-06,20:31,Mansarovar,103,Assault,73.07848,19.174167,60,Male,Other
477,2021-08-28,2020-06-15,02:22,Nerul,101,Theft,73.034658,19.049832,80,Female,Blunt Object
478,2024-02-10,2021-01-20,14:59,Turbhe,107,Homicide,73.000108,19.086765,33,Male,Gun
479,2021-12-14,2021-09-05,06:38,Koparkhairane,101,Theft,72.923231,19.034461,10,Female,Gun
480,2020-07-07,2020-02-17,23:42,Juhinagar,109,Cybercrime,73.044811,19.019782,16,Other,Fire
481,2020-09-14,2020-08-21,08:15,Vashi,106,Drug-related crime,72.906749,19.175118,73,Female,Knife
482,2022-06-19,2022-01-05,09:37,Nerul,110,Kidnapping,73.07801,19.022405,30,Other,Other
483,2023-10-16,2023-04-02,08:17,Seawoods,109,Cybercrime,72.981659,19.056619,71,Female,Blunt Object
484,2023-09-14,2021-03-03,10:50,Turbhe,101,Theft,72.964402,19.171005,22,Male,Knife
485,2021-11-05,2020-04-30,04:25,Turbhe,105,Fraud,73.086491,18.926568,42,Male,Poison
486,2023-11-22,2023-09-01,14:15,Sanpada,105,Fraud,73.010596,18.915084,28,Male,Gun
487,2023-11-25,2021-10-24,06:08,Belapur,106,Drug-related crime,72.985896,19.152202,58,Female,Other
488,2024-07-02,2020-11-10,16:40,Sanpada,110,Kidnapping,72.942204,19.125099,37,Female,Poison
489,2022-06-01,2020-07-16,06:33,Airoli,102,Robbery,72.971827,19.162182,76,Male,Blunt Object
490,2020-09-15,2020-07-10,13:13,Sanpada,106,Drug-related crime,73.081672,19.187256,11,Male,Blunt Object
491,2020-03-21,2020-01-12,20:28,Turbhe,104,Burglary,73.067522,19.124717,25,Female,Other
492,2020-11-30,2020-09-28,18:17,Mansarovar,106,Drug-related crime,72.970739,18.975002,80,Male,Explosives
493,2021-11-24,2020-05-31,09:44,Vashi,108,Vandalism,73.094204,19.16532,43,Other,Blunt Object
494,2022-07-16,2020-08-15,04:02,Airoli,103,Assault,73.012081,18.950003,58,Male,Explosives
495,2024-11-15,2022-04-11,16:44,Turbhe,102,Robbery,73.024026,18.937225,35,Female,Knife
496,2024-05-15,2022-05-03,00:59,Vashi,103,Assault,73.032432,19.043404,23,Female,Blunt Object
